,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.152974504249292,4.53257790368272,6.005665722379604,7.818696883852692,8.158640226628895,8.951841359773372,10.991501416430596
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019830028328612,2.152974504249292,1.926345609065156,2.492917847025496,1.6997167138810199,0.56657223796034,1.926345609065156,3.739376770538244
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4730878186968839,3.059490084985836,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26628895184136,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.739376770538244,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.606232294617564,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226628895184136,0.7932011331444759,2.492917847025496,2.8328611898017,3.626062322946176,4.079320113314448
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3597733711048159,2.039660056657224,3.059490084985836,2.9461756373937678,2.26628895184136,1.13314447592068,2.606232294617564
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5864022662889519,2.606232294617564
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019830028328612,0.0,2.492917847025496,3.739376770538244,4.192634560906516,4.759206798866856
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5864022662889519,0.0,4.192634560906516,5.6657223796034,7.025495750708216
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3597733711048159,2.039660056657224,3.626062322946176,0.0,0.0,7.592067988668556,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.606232294617564,3.739376770538244,3.512747875354108,5.212464589235128,4.872521246458924
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019830028328612,2.606232294617564,2.9461756373937678
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226628895184136,0.0,2.492917847025496,4.192634560906516,6.118980169971672
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5864022662889519,2.606232294617564,2.7195467422096318,2.8328611898017
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3597733711048159,3.1728045325779037,5.6657223796034,8.611898016997168
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453257790368272,1.246458923512748,2.26628895184136,4.192634560906516,7.025495750708216,9.518413597733712,13.257790368271955
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.246458923512748,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3597733711048159,3.852691218130312
