,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4730878186968839,1.926345609065156,2.7195467422096318,2.26628895184136,1.6997167138810199,3.512747875354108,2.9461756373937678,3.3994334277620397
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26628895184136,3.3994334277620397,4.192634560906516,3.852691218130312,5.8923512747875355,2.492917847025496,1.813031161473088
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26628895184136,2.152974504249292,2.26628895184136,1.813031161473088,4.985835694050992,4.192634560906516
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8328611898017,1.813031161473088,2.7195467422096318,1.13314447592068,1.6997167138810199,2.492917847025496,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3597733711048159,2.152974504249292,2.9461756373937678,3.3994334277620397,4.305949008498584
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.246458923512748,1.3597733711048159,1.926345609065156
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7195467422096318,1.13314447592068,1.926345609065156,1.5864022662889519,2.26628895184136,3.1728045325779037
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56657223796034,0.113314447592068,1.813031161473088,3.739376770538244,4.645892351274788,5.325779036827196
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4730878186968839,2.152974504249292,2.039660056657224,3.286118980169972,2.9461756373937678,5.09915014164306
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7932011331444759,1.3597733711048159,0.7932011331444759,1.3597733711048159
10,,,,,,,,,,,,,,,,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4730878186968839,1.5864022662889519
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.246458923512748,2.26628895184136,2.9461756373937678,2.7195467422096318,3.3994334277620397,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9461756373937678,2.379603399433428,2.26628895184136,2.492917847025496,3.739376770538244,5.6657223796034
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019830028328612,2.039660056657224,3.059490084985836,3.3994334277620397,3.626062322946176,3.96600566572238,4.759206798866856,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.926345609065156,2.039660056657224,2.492917847025496,2.606232294617564,3.852691218130312,3.512747875354108,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3597733711048159,2.152974504249292,1.6997167138810199,2.492917847025496,3.1728045325779037
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56657223796034,1.926345609065156,3.1728045325779037,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798866855524079,2.606232294617564,2.7195467422096318,2.7195467422096318,3.852691218130312,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4730878186968839,1.926345609065156,3.059490084985836,2.8328611898017,4.192634560906516
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5864022662889519,2.7195467422096318,2.606232294617564,2.379603399433428,3.286118980169972,3.3994334277620397
21,,,,,,,,,,,,,,,,
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.926345609065156,3.1728045325779037,3.3994334277620397,3.96600566572238,5.212464589235128,2.492917847025496,4.759206798866856
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26628895184136,1.019830028328612,2.152974504249292,3.1728045325779037,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.039660056657224,1.926345609065156,2.26628895184136
