,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26628895184136,3.6260623229461757,3.9660056657223794,4.872521246458923,7.025495750708215,7.025495750708215,7.025495750708215
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.626062322946176,4.0793201133144485,6.345609065155808,9.518413597733712,12.46458923512748,16.997167138810198,20.169971671388105
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.379603399433428,3.739376770538244,5.892351274787536,8.725212464589237,12.691218130311617
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56657223796034,0.56657223796034,1.019830028328612,2.6062322946175636,4.079320113314448,6.118980169971671,9.065155807365437
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.926345609065156,6.458923512747876,6.458923512747876
5,,,,,,,,,,,,,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.379603399433428,4.305949008498584,6.458923512747877,9.971671388101985
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.492917847025496,6.23229461756374,9.405099150141645,11.671388101983004
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.152974504249292,3.1728045325779037,4.645892351274788,6.572237960339944,9.51841359773371
9,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.492917847025496,4.645892351274788,7.93201133144476,12.46458923512748
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.152974504249292,4.0793201133144485,6.79886685552408,9.745042492917849,13.937677053824364,18.81019830028329
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6997167138810199,3.286118980169972,4.53257790368272,6.3456090651558075
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7195467422096318,5.6657223796034,8.271954674220964
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6997167138810199,4.53257790368272,7.592067988668556
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.926345609065156,4.305949008498584,7.138810198300284,10.084985835694052
19,,,,,,,,,,,,,,,,
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4730878186968839,3.5127478753541075,6.005665722379604,8.725212464589234
21,,,,,,,,,,,,,,,,
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.606232294617564,5.4390934844192635,7.705382436260623,10.084985835694052,13.371104815864024,17.223796033994336,17.223796033994336
23,,,,,,,,,,,,,,,,
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9461756373937678,4.419263456090651,7.138810198300284
