,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,22.136442793056688,24.21654936641816,25.333643637297474,26.437897744143687,26.758901844971078,28.325401857008732,29.64793875241757,,,,,,,
1,20.942307537978802,23.07377476747266,24.85855756807294,25.62896741005867,26.309496103812734,27.619192835188475,28.76196743413398,,,,,,,
2,20.49290179682046,22.495967385983363,23.574541164763385,24.332110842716023,24.922758388238417,25.410684621496046,25.500565769727714,,,,,,,
3,23.95974608575625,25.307963309231283,26.91298381336822,28.158479724578488,29.031610878828985,29.712139572583048,33.20466418958503,,,,,,,
4,21.98236082465954,23.869864937524582,24.986959208403892,25.706008394257243,27.02854528966608,27.259668242261803,28.299721528942538,,,,,,,
5,17.231500132414197,18.25871325506184,19.555569822404486,20.35165999245641,20.467221468754268,21.109229670409043,21.571475575600484,,,,,,,
6,19.28592637770948,20.325979664390218,21.301832130905478,21.95668049659335,22.778450994711463,23.16365591570433,23.587381328796482,,,,,,,
7,19.722491954834727,20.35165999245641,21.8154386922293,22.521647714049553,23.04809443940647,23.56170100073029,24.242229694484354,,,,,,,
8,17.24434029644729,18.554037027823036,19.966455071463542,20.42870097665498,21.21195098267381,21.584315739633578,22.894012471009322,,,,,,,
9,13.533532890882684,15.074352574854148,15.677840284409637,16.371209142196797,16.58949193075942,16.910496031586806,17.257180460480388,,,,,,,
10,18.155991942797073,19.19604522947781,20.480061632787365,21.23763131074,21.635676395765962,22.14928295708978,22.598688698248125,,,,,,,
11,17.115938656116334,17.629545217440157,18.656758340087798,19.273086213676386,19.88941408726497,20.31313950035712,20.83958622571404,,,,,,,
12,17.38558210081134,19.067643589146854,20.274619008257837,21.160590326541428,22.21348377725526,23.202176407803616,23.754303461226723,,,,,,,
13,21.712717379964534,22.98389361924099,24.370631334815307,25.60328708199248,26.219614955581065,26.296655939779637,26.72038135287179,,,,,,,
14,21.391713279137146,23.356258376200763,24.434832154980786,25.847250198621293,26.206774791547968,27.09274610983156,28.941729730597316,,,,,,,
15,11.119582052660725,12.275196815639323,13.096967313757437,13.340930430386251,13.610573875081258,13.94441813994174,15.035832082754862,,,,,,,
16,22.252004269354547,23.67726247702815,24.871397732106033,25.962811674919152,26.386537088011305,26.681860860772503,27.92735677198277,,,,,,,
17,22.945373127141703,25.089680520668658,26.681860860772503,27.413750210658947,28.20984038071087,28.800487926233266,29.30125432352399,,,,,,,
18,21.72555754399763,23.523180508631004,24.71731576370889,25.74452888635653,26.02701249508463,26.373696923978212,28.402442841207304,,,,,,,
19,20.0948567117945,22.085082136924306,23.12513542360504,24.113828054153398,24.576073959344836,24.871397732106033,25.487725605694617,,,,,,,
20,25.19240183293342,26.527778892375355,28.299721528942538,29.224213339325416,29.378295307722563,29.545217440152804,30.867754335561646,26.78458217303727,36.29914372156105,31.48408220915023,,,,
21,24.524713303212454,26.193934627514874,27.413750210658947,28.389602677174206,29.378295307722563,30.135864985675198,30.62379121893283,,,,,,,
22,17.14161898418253,18.554037027823036,19.414328018040436,19.876573923231874,20.107696875827592,21.00650835814428,21.918160004494062,29.827701048880908,24.79435674790746,27.20830758612942,29.93042236114567,22.70141001051289,28.86468874639874,30.85491417152855
23,24.83287724000675,26.245295283647256,27.67055349132086,28.55652480960445,29.493856784020423,30.161545313741392,30.79071335136307,,,,,,,
24,26.95150430546751,28.67208628590231,29.76350022871543,31.111717452190458,32.20313139500358,32.38289369146692,34.11631583593481,,,,,,,
